,timestamp,precision,recall,f1_score,average_precision,auc
0,2020-08-12 10:48:26,0.3247863247863248,0.38,0.35023041474654376,0.18541880341880346,
1,2020-08-12 11:04:25,0.3835616438356164,0.56,0.4552845528455284,0.2587945205479452,
2,2020-08-12 11:20:43,0.2972972972972973,0.33,0.3127962085308057,0.1651081081081081,
3,2020-08-12 11:38:15,0.17880794701986755,0.27,0.21513944223107567,0.12127814569536426,
4,2020-08-12 11:56:36,0.4028776978417266,0.56,0.4686192468619248,0.2696115107913669,
5,2020-08-12 12:16:21,0.3546099290780142,0.5,0.4149377593360996,0.2273049645390071,
6,2020-08-12 12:35:25,0.41116751269035534,0.81,0.5454545454545455,0.3520456852791879,
7,2020-08-12 13:12:36,0.25120772946859904,0.52,0.3387622149837134,0.1786280193236715,
8,2020-08-12 13:48:48,0.2138364779874214,0.34,0.2625482625482626,0.13870440251572327,
9,2020-08-12 14:04:05,0.11538461538461539,0.12,0.11764705882352941,0.10184615384615385,nan
